Date,Median Sale Price,Average Sale Price,County
03/01/2007 12:00:00 AM,538942.35,902993.79,Fairfield
04/01/2007 12:00:00 AM,573356.74,919020.94,Fairfield
05/01/2007 12:00:00 AM,589265.28,967900.81,Fairfield
06/01/2007 12:00:00 AM,642834.85,1015354.95,Fairfield
07/01/2007 12:00:00 AM,649328.13,1038228.90,Fairfield
08/01/2007 12:00:00 AM,616861.72,951441.69,Fairfield
09/01/2007 12:00:00 AM,519462.50,857298.00,Fairfield
10/01/2007 12:00:00 AM,532449.07,800830.83,Fairfield
11/01/2007 12:00:00 AM,555824.88,940733.09,Fairfield
12/01/2007 12:00:00 AM,519462.50,818244.84,Fairfield
01/01/2008 12:00:00 AM,456590.81,691181.93,Fairfield
02/01/2008 12:00:00 AM,494118.82,810082.97,Fairfield
03/01/2008 12:00:00 AM,475354.81,778835.59,Fairfield
04/01/2008 12:00:00 AM,487864.15,819838.68,Fairfield
05/01/2008 12:00:00 AM,520388.43,822284.23,Fairfield
06/01/2008 12:00:00 AM,541028.83,873444.45,Fairfield
07/01/2008 12:00:00 AM,631721.53,899512.19,Fairfield
08/01/2008 12:00:00 AM,547908.97,902791.39,Fairfield
09/01/2008 12:00:00 AM,481609.48,710055.70,Fairfield
10/01/2008 12:00:00 AM,481609.48,676517.47,Fairfield
11/01/2008 12:00:00 AM,431572.13,633807.45,Fairfield
12/01/2008 12:00:00 AM,404364.33,589487.45,Fairfield
01/01/2009 12:00:00 AM,388580.84,579601.56,Fairfield
02/01/2009 12:00:00 AM,376486.22,561744.42,Fairfield
03/01/2009 12:00:00 AM,396565.48,645073.37,Fairfield
04/01/2009 12:00:00 AM,420409.61,606819.23,Fairfield
05/01/2009 12:00:00 AM,426684.38,629227.74,Fairfield
06/01/2009 12:00:00 AM,489432.08,716256.82,Fairfield
07/01/2009 12:00:00 AM,519550.98,801727.33,Fairfield
08/01/2009 12:00:00 AM,501981.62,767939.19,Fairfield
09/01/2009 12:00:00 AM,432959.15,706778.48,Fairfield
10/01/2009 12:00:00 AM,439233.92,719070.90,Fairfield
11/01/2009 12:00:00 AM,420409.61,630183.43,Fairfield
12/01/2009 12:00:00 AM,451783.46,689286.00,Fairfield
01/01/2010 12:00:00 AM,463029.97,726886.56,Fairfield
02/01/2010 12:00:00 AM,370423.97,598628.66,Fairfield
03/01/2010 12:00:00 AM,432161.30,659248.68,Fairfield
04/01/2010 12:00:00 AM,450682.50,745788.89,Fairfield
05/01/2010 12:00:00 AM,453151.99,716001.14,Fairfield
06/01/2010 12:00:00 AM,503776.60,761876.98,Fairfield
07/01/2010 12:00:00 AM,586504.62,940147.26,Fairfield
08/01/2010 12:00:00 AM,524767.29,818198.61,Fairfield
09/01/2010 12:00:00 AM,456856.23,756987.71,Fairfield
10/01/2010 12:00:00 AM,454386.74,708417.54,Fairfield
11/01/2010 12:00:00 AM,456856.23,684248.46,Fairfield
12/01/2010 12:00:00 AM,438335.03,771702.44,Fairfield
01/01/2011 12:00:00 AM,439956.27,747651.32,Fairfield
02/01/2011 12:00:00 AM,389076.97,680704.53,Fairfield
03/01/2011 12:00:00 AM,416611.65,669203.91,Fairfield
04/01/2011 12:00:00 AM,448934.97,771472.65,Fairfield
05/01/2011 12:00:00 AM,474075.33,852946.58,Fairfield
06/01/2011 12:00:00 AM,532736.16,864335.78,Fairfield
07/01/2011 12:00:00 AM,502388.16,748832.49,Fairfield
08/01/2011 12:00:00 AM,499215.69,764642.50,Fairfield
09/01/2011 12:00:00 AM,454863.30,716571.79,Fairfield
10/01/2011 12:00:00 AM,360345.14,561225.69,Fairfield
11/01/2011 12:00:00 AM,353162.18,613984.52,Fairfield
12/01/2011 12:00:00 AM,377105.37,612042.32,Fairfield
01/01/2012 12:00:00 AM,351853.38,589888.84,Fairfield
02/01/2012 12:00:00 AM,347455.22,555093.02,Fairfield
03/01/2012 12:00:00 AM,387038.72,609366.22,Fairfield
04/01/2012 12:00:00 AM,398767.17,587634.11,Fairfield
05/01/2012 12:00:00 AM,428088.28,660091.89,Fairfield
06/01/2012 12:00:00 AM,527662.79,779660.41,Fairfield
07/01/2012 12:00:00 AM,498458.96,765705.63,Fairfield
08/01/2012 12:00:00 AM,469137.84,748894.73,Fairfield
09/01/2012 12:00:00 AM,428088.28,709711.85,Fairfield
10/01/2012 12:00:00 AM,390557.25,596864.56,Fairfield
11/01/2012 12:00:00 AM,416359.84,652034.53,Fairfield
12/01/2012 12:00:00 AM,433952.51,835280.32,Fairfield
01/01/2013 12:00:00 AM,346769.84,595131.64,Fairfield
02/01/2013 12:00:00 AM,366998.08,666302.59,Fairfield
03/01/2013 12:00:00 AM,375667.32,609813.03,Fairfield
04/01/2013 12:00:00 AM,404564.81,634858.55,Fairfield
05/01/2013 12:00:00 AM,480854.17,757575.79,Fairfield
06/01/2013 12:00:00 AM,520154.75,814179.17,Fairfield
07/01/2013 12:00:00 AM,488945.47,738144.56,Fairfield
08/01/2013 12:00:00 AM,470405.42,713391.42,Fairfield
09/01/2013 12:00:00 AM,410344.31,628112.21,Fairfield
10/01/2013 12:00:00 AM,371043.72,535081.66,Fairfield
11/01/2013 12:00:00 AM,393005.81,634517.08,Fairfield
12/01/2013 12:00:00 AM,403408.91,691738.18,Fairfield
01/01/2014 12:00:00 AM,367704.37,591502.93,Fairfield
02/01/2014 12:00:00 AM,341256.95,582548.85,Fairfield
03/01/2014 12:00:00 AM,341256.95,559243.09,Fairfield
04/01/2014 12:00:00 AM,400505.99,626389.42,Fairfield
05/01/2014 12:00:00 AM,423158.62,685261.88,Fairfield
06/01/2014 12:00:00 AM,478755.07,718796.67,Fairfield
07/01/2014 12:00:00 AM,472072.12,730424.19,Fairfield
08/01/2014 12:00:00 AM,480034.78,765329.48,Fairfield
09/01/2014 12:00:00 AM,397564.35,580055.79,Fairfield
10/01/2014 12:00:00 AM,381070.27,613030.06,Fairfield
11/01/2014 12:00:00 AM,398133.11,621001.94,Fairfield
12/01/2014 12:00:00 AM,402398.83,645444.66,Fairfield
01/01/2015 12:00:00 AM,378561.30,590396.26,Fairfield
02/01/2015 12:00:00 AM,382313.43,583826.79,Fairfield
03/01/2015 12:00:00 AM,369247.74,572882.57,Fairfield
04/01/2015 12:00:00 AM,397651.41,641167.99,Fairfield
05/01/2015 12:00:00 AM,454458.75,662314.28,Fairfield
06/01/2015 12:00:00 AM,443097.29,727894.14,Fairfield
07/01/2015 12:00:00 AM,466388.30,735580.06,Fairfield
08/01/2015 12:00:00 AM,420374.35,666247.33,Fairfield
09/01/2015 12:00:00 AM,395379.12,609534.48,Fairfield
10/01/2015 12:00:00 AM,426055.08,640786.16,Fairfield
11/01/2015 12:00:00 AM,364093.04,561906.96,Fairfield
12/01/2015 12:00:00 AM,367429.90,559482.04,Fairfield
01/01/2016 12:00:00 AM,364626.60,587193.77,Fairfield
02/01/2016 12:00:00 AM,363168.10,569133.90,Fairfield
03/01/2016 12:00:00 AM,355931.66,556595.72,Fairfield
04/01/2016 12:00:00 AM,381455.52,581674.81,Fairfield
05/01/2016 12:00:00 AM,397933.84,590068.24,Fairfield
06/01/2016 12:00:00 AM,434747.10,682638.23,Fairfield
07/01/2016 12:00:00 AM,420723.00,609718.55,Fairfield
08/01/2016 12:00:00 AM,415001.17,582878.34,Fairfield
09/01/2016 12:00:00 AM,403894.08,583864.88,Fairfield
10/01/2016 12:00:00 AM,364626.60,530084.23,Fairfield
11/01/2016 12:00:00 AM,392674.80,575586.48,Fairfield
12/01/2016 12:00:00 AM,375565.40,545225.38,Fairfield
01/01/2017 12:00:00 AM,362488.11,559668.52,Fairfield
02/01/2017 12:00:00 AM,351503.62,551667.18,Fairfield
03/01/2017 12:00:00 AM,356995.87,543899.77,Fairfield
04/01/2017 12:00:00 AM,420156.67,608892.85,Fairfield
05/01/2017 12:00:00 AM,415213.65,582186.60,Fairfield
06/01/2017 12:00:00 AM,442674.87,645940.31,Fairfield
07/01/2017 12:00:00 AM,411918.31,628237.05,Fairfield
08/01/2017 12:00:00 AM,417410.55,634336.81,Fairfield
09/01/2017 12:00:00 AM,408073.74,586690.26,Fairfield
10/01/2017 12:00:00 AM,373417.68,519879.38,Fairfield
11/01/2017 12:00:00 AM,389949.33,578654.30,Fairfield
12/01/2017 12:00:00 AM,411863.38,645562.16,Fairfield
01/01/2018 12:00:00 AM,364597.93,532966.25,Fairfield
02/01/2018 12:00:00 AM,386044.87,612839.35,Fairfield
03/01/2018 12:00:00 AM,359236.20,593526.55,Fairfield
04/01/2018 12:00:00 AM,390334.26,651792.18,Fairfield
05/01/2018 12:00:00 AM,407384.57,599514.25,Fairfield
06/01/2018 12:00:00 AM,447409.92,675246.68,Fairfield
07/01/2018 12:00:00 AM,450385.68,683754.16,Fairfield
08/01/2018 12:00:00 AM,450385.68,802001.39,Fairfield
09/01/2018 12:00:00 AM,386044.87,598227.19,Fairfield
10/01/2018 12:00:00 AM,353874.47,513006.45,Fairfield
11/01/2018 12:00:00 AM,375321.40,554322.86,Fairfield
12/01/2018 12:00:00 AM,386044.87,577571.52,Fairfield
01/01/2019 12:00:00 AM,360215.13,531718.55,Fairfield
02/01/2019 12:00:00 AM,321244.49,456962.32,Fairfield
03/01/2019 12:00:00 AM,358108.61,517567.08,Fairfield
04/01/2019 12:00:00 AM,370747.74,553808.95,Fairfield
05/01/2019 12:00:00 AM,394972.73,583053.59,Fairfield
06/01/2019 12:00:00 AM,429203.71,639814.20,Fairfield
07/01/2019 12:00:00 AM,421304.25,600879.49,Fairfield
08/01/2019 12:00:00 AM,421304.25,618666.58,Fairfield
09/01/2019 12:00:00 AM,384440.13,555073.06,Fairfield
10/01/2019 12:00:00 AM,357581.98,510875.90,Fairfield
11/01/2019 12:00:00 AM,373907.52,573773.78,Fairfield
12/01/2019 12:00:00 AM,389706.43,547687.77,Fairfield
01/01/2020 12:00:00 AM,374498.68,589761.06,Fairfield
02/01/2020 12:00:00 AM,353693.20,502743.79,Fairfield
03/01/2020 12:00:00 AM,390102.79,551790.74,Fairfield
04/01/2020 12:00:00 AM,395304.16,524535.91,Fairfield
05/01/2020 12:00:00 AM,435354.72,636718.08,Fairfield
06/01/2020 12:00:00 AM,484767.74,762461.94,Fairfield
07/01/2020 12:00:00 AM,540942.54,793033.77,Fairfield
08/01/2020 12:00:00 AM,548224.46,820000.51,Fairfield
09/01/2020 12:00:00 AM,534700.90,823486.60,Fairfield
10/01/2020 12:00:00 AM,509734.32,752831.97,Fairfield
11/01/2020 12:00:00 AM,481126.78,715010.50,Fairfield
12/01/2020 12:00:00 AM,510774.59,768184.15,Fairfield
01/01/2021 12:00:00 AM,439500.00,613531.92,Fairfield
02/01/2021 12:00:00 AM,442000.00,719660.08,Fairfield
03/01/2021 12:00:00 AM,445000.00,705148.82,Fairfield
04/01/2021 12:00:00 AM,459900.00,761882.02,Fairfield
05/01/2021 12:00:00 AM,510000.00,855724.21,Fairfield
06/01/2021 12:00:00 AM,540000.00,843103.42,Fairfield
07/01/2021 12:00:00 AM,550000.00,883779.04,Fairfield
08/01/2021 12:00:00 AM,522000.00,807179.08,Fairfield
09/01/2021 12:00:00 AM,454000.00,689336.69,Fairfield
10/01/2021 12:00:00 AM,455000.00,677496.64,Fairfield
01/01/2001 12:00:00 AM,192398.23,223857.89,Hartford
02/01/2001 12:00:00 AM,197721.50,239366.58,Hartford
03/01/2001 12:00:00 AM,193158.70,231201.07,Hartford
04/01/2001 12:00:00 AM,205326.17,242797.64,Hartford
05/01/2001 12:00:00 AM,201828.02,238740.25,Hartford
06/01/2001 12:00:00 AM,208368.04,247051.10,Hartford
07/01/2001 12:00:00 AM,212930.85,253548.35,Hartford
08/01/2001 12:00:00 AM,220535.52,262732.50,Hartford
09/01/2001 12:00:00 AM,212930.85,244306.64,Hartford
10/01/2001 12:00:00 AM,212930.85,245466.78,Hartford
11/01/2001 12:00:00 AM,212930.85,250371.90,Hartford
12/01/2001 12:00:00 AM,209888.98,240742.10,Hartford
01/01/2002 12:00:00 AM,209436.83,250843.08,Hartford
02/01/2002 12:00:00 AM,194616.07,235951.63,Hartford
03/01/2002 12:00:00 AM,209436.83,254103.17,Hartford
04/01/2002 12:00:00 AM,202101.30,237616.63,Hartford
05/01/2002 12:00:00 AM,213179.45,250443.51,Hartford
06/01/2002 12:00:00 AM,224557.01,277908.31,Hartford
07/01/2002 12:00:00 AM,231293.72,278313.01,Hartford
08/01/2002 12:00:00 AM,245515.66,290190.24,Hartford
09/01/2002 12:00:00 AM,232042.24,277842.34,Hartford
10/01/2002 12:00:00 AM,229048.15,265705.63,Hartford
11/01/2002 12:00:00 AM,232042.24,273084.08,Hartford
12/01/2002 12:00:00 AM,224557.01,258350.06,Hartford
01/01/2003 12:00:00 AM,219512.61,265782.71,Hartford
02/01/2003 12:00:00 AM,217317.48,247725.78,Hartford
03/01/2003 12:00:00 AM,213658.94,254662.63,Hartford
04/01/2003 12:00:00 AM,226829.70,263330.62,Hartford
05/01/2003 12:00:00 AM,234146.78,273541.93,Hartford
06/01/2003 12:00:00 AM,241463.87,297230.58,Hartford
07/01/2003 12:00:00 AM,256098.04,319034.87,Hartford
08/01/2003 12:00:00 AM,255659.02,311014.71,Hartford
09/01/2003 12:00:00 AM,245488.27,291686.00,Hartford
10/01/2003 12:00:00 AM,242927.29,287892.57,Hartford
11/01/2003 12:00:00 AM,248634.61,294415.90,Hartford
12/01/2003 12:00:00 AM,248780.96,283178.68,Hartford
01/01/2004 12:00:00 AM,233764.61,279933.49,Hartford
02/01/2004 12:00:00 AM,235190.01,281878.56,Hartford
03/01/2004 12:00:00 AM,242316.98,277993.88,Hartford
04/01/2004 12:00:00 AM,246593.16,290237.12,Hartford
05/01/2004 12:00:00 AM,256570.92,296340.35,Hartford
06/01/2004 12:00:00 AM,263697.89,309165.51,Hartford
07/01/2004 12:00:00 AM,277951.82,335365.07,Hartford
08/01/2004 12:00:00 AM,277951.82,333896.30,Hartford
09/01/2004 12:00:00 AM,263697.89,308025.47,Hartford
10/01/2004 12:00:00 AM,263697.89,301754.72,Hartford
11/01/2004 12:00:00 AM,270040.89,308410.72,Hartford
12/01/2004 12:00:00 AM,270824.86,311920.08,Hartford
01/01/2005 12:00:00 AM,259248.21,299027.08,Hartford
02/01/2005 12:00:00 AM,255111.27,301333.84,Hartford
03/01/2005 12:00:00 AM,257524.49,291192.18,Hartford
04/01/2005 12:00:00 AM,264764.13,307170.32,Hartford
05/01/2005 12:00:00 AM,268901.07,307492.13,Hartford
06/01/2005 12:00:00 AM,289585.77,334241.87,Hartford
07/01/2005 12:00:00 AM,297859.65,345277.94,Hartford
08/01/2005 12:00:00 AM,310270.47,346056.72,Hartford
09/01/2005 12:00:00 AM,289585.77,325464.00,Hartford
10/01/2005 12:00:00 AM,295101.69,333957.69,Hartford
11/01/2005 12:00:00 AM,292343.73,325687.37,Hartford
12/01/2005 12:00:00 AM,296480.67,334406.30,Hartford
01/01/2006 12:00:00 AM,275202.58,312671.57,Hartford
02/01/2006 12:00:00 AM,280546.32,310166.78,Hartford
03/01/2006 12:00:00 AM,283218.19,324495.31,Hartford
04/01/2006 12:00:00 AM,287225.99,317109.85,Hartford
05/01/2006 12:00:00 AM,293905.67,322785.51,Hartford
06/01/2006 12:00:00 AM,301186.51,342341.99,Hartford
07/01/2006 12:00:00 AM,307265.01,357426.39,Hartford
08/01/2006 12:00:00 AM,300585.34,345129.64,Hartford
09/01/2006 12:00:00 AM,300585.34,338178.43,Hartford
10/01/2006 12:00:00 AM,291233.80,322961.70,Hartford
11/01/2006 12:00:00 AM,293905.67,322919.83,Hartford
12/01/2006 12:00:00 AM,283886.15,321865.78,Hartford
01/01/2007 12:00:00 AM,279211.10,319557.81,Hartford
02/01/2007 12:00:00 AM,283756.39,324035.42,Hartford
03/01/2007 12:00:00 AM,292197.66,344669.82,Hartford
04/01/2007 12:00:00 AM,285704.38,313861.83,Hartford
05/01/2007 12:00:00 AM,284723.89,317731.67,Hartford
06/01/2007 12:00:00 AM,301288.25,355151.83,Hartford
07/01/2007 12:00:00 AM,308430.86,365610.72,Hartford
08/01/2007 12:00:00 AM,308755.53,356368.33,Hartford
09/01/2007 12:00:00 AM,292197.66,320606.36,Hartford
10/01/2007 12:00:00 AM,285704.38,325757.23,Hartford
11/01/2007 12:00:00 AM,283107.06,330888.29,Hartford
12/01/2007 12:00:00 AM,272717.81,325772.75,Hartford
01/01/2008 12:00:00 AM,252688.61,301397.88,Hartford
02/01/2008 12:00:00 AM,250186.74,295347.51,Hartford
03/01/2008 12:00:00 AM,271452.62,307687.20,Hartford
04/01/2008 12:00:00 AM,266448.88,307092.98,Hartford
05/01/2008 12:00:00 AM,256441.41,301497.01,Hartford
06/01/2008 12:00:00 AM,281460.09,332708.10,Hartford
07/01/2008 12:00:00 AM,282711.02,335616.39,Hartford
08/01/2008 12:00:00 AM,283961.95,343458.54,Hartford
09/01/2008 12:00:00 AM,265510.68,309458.51,Hartford
10/01/2008 12:00:00 AM,250186.74,296377.57,Hartford
11/01/2008 12:00:00 AM,255190.48,308322.17,Hartford
12/01/2008 12:00:00 AM,236989.39,276007.77,Hartford
01/01/2009 12:00:00 AM,232166.50,269541.24,Hartford
02/01/2009 12:00:00 AM,228401.64,274021.55,Hartford
03/01/2009 12:00:00 AM,232793.98,259247.63,Hartford
04/01/2009 12:00:00 AM,225891.73,274114.98,Hartford
05/01/2009 12:00:00 AM,244716.04,281876.45,Hartford
06/01/2009 12:00:00 AM,270442.60,317724.53,Hartford
07/01/2009 12:00:00 AM,259775.49,300003.07,Hartford
08/01/2009 12:00:00 AM,260402.97,303881.40,Hartford
09/01/2009 12:00:00 AM,244716.04,283016.27,Hartford
10/01/2009 12:00:00 AM,240951.18,278865.38,Hartford
11/01/2009 12:00:00 AM,244716.04,282464.48,Hartford
12/01/2009 12:00:00 AM,243774.83,286367.09,Hartford
01/01/2010 12:00:00 AM,229662.86,269537.44,Hartford
02/01/2010 12:00:00 AM,224415.19,271147.50,Hartford
03/01/2010 12:00:00 AM,234601.85,266836.43,Hartford
04/01/2010 12:00:00 AM,230897.61,267947.46,Hartford
05/01/2010 12:00:00 AM,245714.57,275116.44,Hartford
06/01/2010 12:00:00 AM,265470.51,301983.37,Hartford
07/01/2010 12:00:00 AM,253123.05,295114.69,Hartford
08/01/2010 12:00:00 AM,256827.29,303988.95,Hartford
09/01/2010 12:00:00 AM,234601.85,279878.36,Hartford
10/01/2010 12:00:00 AM,247196.26,307975.20,Hartford
11/01/2010 12:00:00 AM,255592.54,296163.03,Hartford
12/01/2010 12:00:00 AM,242148.62,283435.21,Hartford
01/01/2011 12:00:00 AM,215488.79,258114.41,Hartford
02/01/2011 12:00:00 AM,209951.92,254987.69,Hartford
03/01/2011 12:00:00 AM,210700.15,244704.42,Hartford
04/01/2011 12:00:00 AM,221414.73,281013.17,Hartford
05/01/2011 12:00:00 AM,228657.54,291124.40,Hartford
06/01/2011 12:00:00 AM,245417.78,305241.30,Hartford
07/01/2011 12:00:00 AM,249607.84,291904.98,Hartford
08/01/2011 12:00:00 AM,246614.94,295035.18,Hartford
09/01/2011 12:00:00 AM,225066.06,268272.82,Hartford
10/01/2011 12:00:00 AM,224766.77,263720.40,Hartford
11/01/2011 12:00:00 AM,226263.22,269237.73,Hartford
12/01/2011 12:00:00 AM,215488.79,261435.45,Hartford
01/01/2012 12:00:00 AM,199383.58,240524.64,Hartford
02/01/2012 12:00:00 AM,189121.19,226592.35,Hartford
03/01/2012 12:00:00 AM,205247.81,247297.33,Hartford
04/01/2012 12:00:00 AM,212284.87,249185.42,Hartford
05/01/2012 12:00:00 AM,217562.67,269626.70,Hartford
06/01/2012 12:00:00 AM,236914.61,290516.98,Hartford
07/01/2012 12:00:00 AM,240374.50,281918.93,Hartford
08/01/2012 12:00:00 AM,239084.37,279108.60,Hartford
09/01/2012 12:00:00 AM,212284.87,264668.92,Hartford
10/01/2012 12:00:00 AM,222723.19,264416.43,Hartford
11/01/2012 12:00:00 AM,208179.92,251195.75,Hartford
12/01/2012 12:00:00 AM,222840.48,269426.65,Hartford
01/01/2013 12:00:00 AM,208061.90,235942.74,Hartford
02/01/2013 12:00:00 AM,186677.76,224074.44,Hartford
03/01/2013 12:00:00 AM,194191.11,237789.11,Hartford
04/01/2013 12:00:00 AM,209217.80,245871.31,Hartford
05/01/2013 12:00:00 AM,217655.87,255384.43,Hartford
06/01/2013 12:00:00 AM,236959.39,278658.46,Hartford
07/01/2013 12:00:00 AM,239849.14,287582.54,Hartford
08/01/2013 12:00:00 AM,232913.74,289677.97,Hartford
09/01/2013 12:00:00 AM,210373.70,252153.73,Hartford
10/01/2013 12:00:00 AM,213841.40,258244.10,Hartford
11/01/2013 12:00:00 AM,214361.55,256623.85,Hartford
12/01/2013 12:00:00 AM,202282.40,249716.65,Hartford
01/01/2014 12:00:00 AM,193378.94,228108.62,Hartford
02/01/2014 12:00:00 AM,186553.80,228208.78,Hartford
03/01/2014 12:00:00 AM,193378.94,239141.34,Hartford
04/01/2014 12:00:00 AM,208109.87,274434.33,Hartford
05/01/2014 12:00:00 AM,207029.22,261820.68,Hartford
06/01/2014 12:00:00 AM,227504.64,309025.76,Hartford
07/01/2014 12:00:00 AM,224092.07,273885.83,Hartford
08/01/2014 12:00:00 AM,226224.92,279424.02,Hartford
09/01/2014 12:00:00 AM,210441.79,262303.07,Hartford
10/01/2014 12:00:00 AM,204754.17,249189.71,Hartford
11/01/2014 12:00:00 AM,210441.79,251368.30,Hartford
12/01/2014 12:00:00 AM,201341.60,239074.32,Hartford
01/01/2015 12:00:00 AM,181726.69,218686.73,Hartford
02/01/2015 12:00:00 AM,187464.24,245382.06,Hartford
03/01/2015 12:00:00 AM,204506.44,235942.22,Hartford
04/01/2015 12:00:00 AM,203370.29,239765.15,Hartford
05/01/2015 12:00:00 AM,207346.81,246332.68,Hartford
06/01/2015 12:00:00 AM,238590.85,279363.74,Hartford
07/01/2015 12:00:00 AM,222287.14,259886.60,Hartford
08/01/2015 12:00:00 AM,220866.95,267674.99,Hartford
09/01/2015 12:00:00 AM,215867.91,249458.31,Hartford
10/01/2015 12:00:00 AM,195985.34,237438.89,Hartford
11/01/2015 12:00:00 AM,198825.70,241634.38,Hartford
12/01/2015 12:00:00 AM,202720.42,239887.64,Hartford
01/01/2016 12:00:00 AM,190110.70,216875.09,Hartford
02/01/2016 12:00:00 AM,187642.46,218966.52,Hartford
03/01/2016 12:00:00 AM,196337.40,235772.26,Hartford
04/01/2016 12:00:00 AM,201947.04,241480.14,Hartford
05/01/2016 12:00:00 AM,218775.96,256652.13,Hartford
06/01/2016 12:00:00 AM,224273.41,300758.78,Hartford
07/01/2016 12:00:00 AM,229995.24,268259.26,Hartford
08/01/2016 12:00:00 AM,229995.24,272211.61,Hartford
09/01/2016 12:00:00 AM,218775.96,253539.40,Hartford
10/01/2016 12:00:00 AM,218775.96,317759.45,Hartford
11/01/2016 12:00:00 AM,202732.39,232428.27,Hartford
12/01/2016 12:00:00 AM,207556.68,239070.21,Hartford
