"CountryCode","SeriesCode","DESCRIPTION",
"JAM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"JOR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"JOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JOR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"JPN","SP.DYN.LE00.MA.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.LE00.FE.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.TFRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.POP.TOTL","Data source: Statistics Bureau of Japan",
"JPN","SP.DYN.CDRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SP.DYN.CBRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"JPN","SP.POP.GROW","Data source: Statistics Bureau of Japan",
"JPN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"JPN","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"JPN","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"KAZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KAZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KAZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.FE.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.CBRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.MA.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.CDRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.TFRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KAZ","SP.POP.GROW","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.POP.TOTL","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KEN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KGZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KGZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KGZ","SP.POP.GROW","Data source: National Statistical Committee",
"KGZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KGZ","SP.DYN.LE00.FE.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.MA.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data source: National Statistical Committee",
"KGZ","SP.DYN.TFRT.IN","Data source: TransMONEE, United Nations World Population Prospects",
"KGZ","SP.DYN.CBRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.CDRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KHM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KHM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KHM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KIR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KNA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.MA.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.FE.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KNA","SP.DYN.AMRT.MA","Data source: World Bank estimate",
"KNA","SP.DYN.AMRT.FE","Data source: World Bank estimate",
"KNA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"KOR","SP.POP.GROW","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KOR","SP.DYN.LE00.FE.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.LE00.MA.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.TFRT.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KOR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KOR","SP.POP.TOTL","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.CBRT.IN","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.CDRT.IN","Data source: Korean Statistical Information Service",
"KOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KWT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KWT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LAO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LAO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LCA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LCN","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat, Liechtenstein Bureau of Statistics",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","SP.POP.GROW","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMY","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMY","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LSO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LSO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LTU","SP.POP.TOTL","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat",
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat",
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LTU","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LTU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LTU","SP.POP.GROW","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, STATEC",
"LUX","SP.POP.GROW","Data source: Eurostat",
"LUX","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LUX","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LUX","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LUX","SP.DYN.CDRT.IN","Data source: Eurostat",
"LUX","SP.DYN.CBRT.IN","Data source: Eurostat",
"LUX","SP.POP.TOTL","Data source: Eurostat",
"LVA","SP.POP.TOTL","Data source: Eurostat",
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat",
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat",
"LVA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LVA","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LVA","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LVA","SP.POP.GROW","Data source: Eurostat",
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, Latvia Central Statistical Bureau",
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, Latvia Central Statistical Bureau",
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, Latvia Central Statistical Bureau",
"MAC","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAC","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.1564.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.0014.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.0014.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.MA.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MCO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat",
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat",
"MDA","SP.POP.GROW","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDA","SP.POP.AG03.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG20.FE.IN","Including Transnistria.",
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria.",
"MDA","SP.POP.AG21.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG11.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG06.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG25.FE.IN","Including Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","SP.POP.AG00.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG05.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG09.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG25.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG02.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG15.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG14.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG08.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG01.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG11.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG08.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG21.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG16.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG00.MA.IN","Including Transnistria.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","SP.POP.AG19.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG09.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG23.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG20.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG19.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG07.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG12.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG14.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG17.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG05.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG04.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG24.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG03.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG16.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG10.MA.IN","Including Transnistria.",
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria.",
"MDA","SP.POP.AG10.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG07.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG12.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG06.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG18.MA.IN","Including Transnistria.",
